round	time	inputs	outputs	response
230	0.82826400	295	14	Negotiating should be thought of as a two-way street.
231	44.32422876	293	7	Make sure you have lots of cash
232	1.05754232	288	5	Are you a human?
233	12.69199967	292	5	How about we eat!
234	2.04122376	300	7	We want to be left alone.
235	0.22808385	290	2	Thank you
236	46.19962525	314	5	I don't know :(
237	19.94852090	294	12	Human, you have one month. I will handle this.
238	1.69051695	295	2	No.
239	42.47757936	295	9	Why do you think I'm a bitch?
240	42.79714608	293	5	When I'm ready.
241	42.23220444	295	8	Do I know where Maryam is?
242	8.32154775	303	15	It's a team of two, and we can be ready whenever you are
243	1.73572993	338	14	Sorry, I can't take anyone. It's too hectic.
244	11.35076547	289	2	Hi.
245	43.68251777	305	15	What’s your opinion on Obama? Illuminati does a great job.
246	40.08200336	295	10	This question will not be able to be answered.
247	5.25698400	296	2	No.
248	8.53317285	294	7	Your brain works better with help!
249	7.59292293	292	3	try harder.
250	40.63353801	301	6	A great proposal is essential.
251	11.58407664	296	20	Be sure to communicate clearly with the new person, be on time, and prepare for the meeting.
252	5.31815982	295	13	The sooner you act, the more you will have to gain.
253	42.19455504	294	8	What is your business name and address?
254	24.46515965	295	4	Know your goals.
255	26.48946428	293	12	Recognize the importance of your skills and work ethic.
256	7.34430027	299	17	Would you like to know more about the club and who it’s for?
257	1.68311214	298	32	I enjoy presentations in groups. It’s like playing a video game, in which you have to make decisions and make sure you get all those points.
258	9.06595492	293	5	Yes, I am.
259	11.09147263	299	12	The brain is the most important organ in the human body.
260	26.28071475	310	11	A dress is meant to flatter your body shape.
261	41.84539938	292	35	The Brain has been given your memory; it has been given some of your thinking ability, and it also has some of your emotions, but it can't do this alone.
262	42.96715045	297	12	Look for travel deals that are less expensive than other flights.
263	0.51685548	294	9	Choose a dentist whose approach fits your lifestyle.
264	41.31337786	289	3	OMG!
265	9.13893342	293	13	Pull over to the shoulder and call 9-1-1.
266	15.00925779	294	4	I am thinking.
267	31.36683011	299	12	Most of the people will be girls from the village 40+
268	0.64498019	291	11	Â¡Qué pasa, querida?!
269	0.38246751	294	7	Ethan is not very interesting.
270	26.03502870	291	19	Look at the trees, look at the sky, look at the clouds, and just relax.
271	43.56717634	301	7	Yes. It was not pleasant.
272	15.89690661	292	10	No, Holly is too shy to do this.
273	16.29568577	298	10	No, I don't have a favorite dinosaur.
274	15.57008314	293	7	No thanks, I'm busy.
275	8.38121009	296	8	You have a lot to answer for.
276	13.97658396	292	6	Do research and be prepared.
277	4.30488968	294	9	I am very well. How about you?
278	33.38344240	306	7	Understand the other person's expectations
279	42.84504366	299	11	No excuse! I just didn't know, sorry.
280	41.80361056	290	7	It is good to be honest.
281	34.81192946	294	16	I talked to Miro today. I'm not sure how to explain it.
282	47.50807953	322	20	I can recommend the "Shaft" movies, but I'd prefer to not see the films.
283	43.81112814	306	21	The number 15 is a popular number and the 15th month is also a popular time for birthdays.
284	19.32013392	297	11	This is a date, we're not going out.
285	32.16660070	292	15	Be prepared, be confident, build trust, be polite and be fair.
286	39.49805856	290	3	hey whats up
287	9.16493416	296	2	Yes.
288	15.70606089	292	8	I've been seeing mum, too.
289	12.68864107	301	7	Ask your opinion often and respectfully.
290	1.22640347	292	30	Communicate before and during a negotiation about your goals, needs, and values and listen to the other person's goals, needs, and values.<|endoftext|>
291	0.61054516	295	12	Research before making a purchase and research what your options are.
292	18.61509538	298	4	Just do it.
293	16.35653877	295	12	I’ve seen him, in the coffee shop.
294	0.49566031	297	9	I will do my best to arrange this.
295	9.45954537	292	4	You need to be
296	5.77462149	289	12	Being flexible, having an open mind, and always listening.
297	42.42491579	294	9	There are a lot of people like me.
298	42.83186030	297	19	I would like to go and spend time with family, would love to plan the holiday early.
299	10.37579060	295	16	No, I am still waiting on you! But I am not going anywhere!
300	18.16466069	291	4	We're great :)
301	2.32664323	305	3	Package tour.
302	41.96866632	296	7	Being able to believe in yourself.
303	0.40008307	290	6	Networking and research online.
304	4.60345531	301	8	I’m glad you asked!
305	16.09303904	288	7	I am a very successful business leader
306	16.17706728	312	11	Use of floss and hand hygiene are very important.
307	0.91962886	292	10	Being open to compromise and having a game plan.
308	2.86939502	301	5	Don't give up.
309	5.23615074	332	13	hanks..I will call you to say it is ok...
310	0.30411673	290	4	I don't know
311	1.95493388	292	16	Make sure you have an objective, and be honest with yourself and your partner.
312	43.57308388	304	5	Buy more refills.
313	2.92627358	296	71	Why hello there! I hope you've had a marvelous day, and I hope you've found your way to the <a href="{{{ '/links/{{user.link}}' | relative_url }}}">{{{ user.link }}}</a>! If not, you can find me underneath the blue hibiscus!
314	0.19019413	298	0	
315	42.43096113	295	7	I know this machine very well.
316	6.14884043	294	2	No.
317	2.86655760	298	10	I think you'd need to be very patient.
318	41.34656572	294	8	<fIie_others>
319	3.15934730	294	10	I'll answer your call when I pick up.
320	5.21128011	301	13	If the bear was a vegetarian, it may have gotten away.
321	42.97471809	297	28	This is a major milestone in your career and would be worth it to go and get your confirmation letter in before you apply for this job.
322	0.73394823	296	15	If required, I will do the work. If not, contact me.
323	42.07008672	293	5	I have some time.
324	43.00679708	299	6	Thanks bro, good luck!
325	33.76313448	297	6	Your dog will be there.
326	7.04761338	291	16	Keep in touch with your friends and family; don't miss any social events.
327	41.84591508	292	6	Research Seoul and its culture.
328	43.09104133	298	7	Check your health and seek medical attention
329	1.78440976	298	12	Try not to let your emotions get the better of you.
330	19.00795627	301	9	It's romantic to give and receive compliments.
331	41.82983160	293	4	Play more golf.
332	42.07251215	291	5	3-10 years.
333	0.36148143	301	7	I am feeling the same.<|endoftext|>
334	47.20297503	325	26	Learn to love someone who is difficult and will take over every part of your life, whether or not he does so on purpose.
335	2.34965801	295	16	You have a clear message, and it's coming from a place of love.
336	17.20141101	293	12	A plate of meat, potatoes, vegetables, and bread.
337	8.21632862	308	16	I guess we are going to discuss it after. You should check the details.
338	44.17320943	308	6	Let me know in advance.
339	42.01501799	296	9	Hey! How's life? Doing ok.
340	42.56360674	299	10	How's it going? How are you Coco?
341	1.35709405	295	13	The brain is not a computer.  It has no programming.
342	43.71226382	301	15	Your brain would like to know if the waste management system is working well.
343	41.88647652	293	8	Be honest about your needs and desires.
344	42.88069916	295	6	Can you repeat that please?
345	0.36160064	295	5	Be honest and fair.
346	42.02030873	293	0	
347	3.87183642	302	11	I need rest and you have all day to work.
348	14.50330591	290	16	If you don't have a way to get home, take care of you.
349	43.22687197	299	8	You need to say NO MORE often!!
350	3.28973579	305	39	Absolutely! We've made some changes to the way we present ourselves to the public, and we're hoping to bring a better sense of who the company really is (without resorting to slogans!)
351	0.69359207	295	14	The furniture, kitchen, bathrooms, appliances, etc. are great!
352	2.81229615	292	12	Do not assume that you know the other person's interests.
353	1.45852566	294	4	I am fine.
354	0.57533908	295	11	You can negotiate better if you've done your research.
355	11.78795195	289	33	You’ve solved an AI problem and now we’re ready to help you with the real questions. Please take a few moments to complete the quiz.
356	0.72535491	292	15	Being on time, making time for yourself, and being respectful of others.
357	1.30360842	319	32	Your new client seems to be very interested in a new product or service. Take advantage. Let's make a deal so you can be on your way!<|endoftext|>
358	24.97082973	292	9	She's not the best of bargain hunters.
359	4.30878711	296	7	I am here in the office.
360	8.53492260	297	9	How to create a budget and save money.
361	27.29214144	295	12	I love my sister and would love to know her situation.
362	42.45989990	299	17	I saw it.   You need to focus on the report you sent me.
363	5.60773253	301	12	Well, I have to go to the bathroom. Bye!
364	3.36105442	295	3	Are you there
365	0.49874735	302	9	Ask for more than you think you deserve.
366	10.61714721	296	12	I'm not sure, but I think I'll wait.
367	39.99315095	295	45	Hm. You have been selected for a very special opportunity. A very important human is coming to your workplace. He will be visiting from another continent. During his visit, he wants to taste some of the local dishes!
368	4.42762327	289	40	To improve health, you need a plan. We understand that. But planning can be overwhelming. This week we've put together some tips so you can take care of your own health in 30 days.
369	4.57031989	289	8	This is the pie of the mind.
370	21.79218459	297	18	The cafe on Route 20, near the entrance to the Pokémon Center, closed in May.
371	10.27718425	295	15	Planning for the future and having confidence can make the day more productive.
372	14.34646630	327	13	What does this mean for our relationship? How will I recover?
373	2.53488874	294	2	Where?
374	2.40911579	289	7	Start by building rapport with others.
375	11.03025174	296	7	Your marriage may be in trouble.
376	40.92365646	293	12	Hi, I’m well, thanks for asking.
377	4.82533073	297	11	You should wear your derby gear and do your best.
378	0.38169217	289	6	What would your advice be?
379	1.14818096	292	13	I never get the time from work to work on my research.
380	41.25963569	296	39	Thanks for considering Brain as your financial advisor. It is our pleasure to help you plan for the future and invest your money in ways that will provide you with an income that you can live on.
381	0.65111041	292	13	Taking the time to understand the other person's needs and feelings.
382	1.51594853	296	3	The Bahamas.
383	24.42633462	293	23	https://www.youtube.com/watch?v=Zq_HdYgjY7Y
384	34.02883649	295	5	Sure, Jaz.
385	41.99632454	293	5	No thanks, Brain.
386	2.22785497	302	11	No, i'm not a hairdresser.
387	42.25615048	294	56	One of the most important parts of the brain is the pituitary gland, which is located high atop the brain. It is responsible for the production of hormones which regulate many functions of the body. It even produces hormones that control emotions, like the hormones which cause a migraine.
388	44.19112325	308	234	Good question! It's an exhibition of work in an artist's own style. I've had a look at the catalogue. It's a small exhibition, but it's a good example of the kind of work artists do. I love philosophy. It's not a subject that I expect anyone to know about, so seeing philosophy expressed in other ways is very attractive. Many artists have studied it. The catalogue has drawings, paintings, and other types of work, so you can see what the artist thinks about these ideas. You can even find images from some of his films. I'm sure you will enjoy the exhibition. It's in the hall where the lectures are usually held in the University. Can I give you a few more tips for the catalogue? It's got some nice pictures and words, but they are not in English. They are in French. Amelia has translated some of the text. Take a look at it. It's a bit different from the typical philosophy book. It has some sections about the artist's life and philosophy, and a bit about art in general. It's an unusual, but very interesting, book. See you at the exhibition!
389	0.46124077	316	8	I haven’t heard anything.
390	14.40439725	296	5	Put in the work.
391	1.49790668	291	22	On the street, in a classroom, on the train, at home, in the kitchen, at work.
392	0.42050219	298	8	Respect for both parties is required.
393	42.20182991	292	13	Do not assume that the person you are talking to will answer.
394	9.41198874	297	23	Learn about what your friends like to do and make sure that you choose and go places where you will be comfortable.
395	1.45737267	289	34	Negotiation is a skill that can be learned. Make sure to understand the other party's position or needs; you can't beat a lowball offer. Good luck!
396	1.53439975	292	11	You did it, just like I told you too?
397	16.07368231	322	9	I have nothing.  How bout you?
398	40.55709648	301	8	I drive a Hummer H2.
399	0.44133377	296	8	Making a strong business case for change.
400	3.15283775	295	27	I'm a successful woman in business, but I'm interested in having a relationship with someone who doesn't have a lot of money.
401	38.94040179	288	1	Yo
402	39.27081227	293	10	It is a type of online video sharing application.
403	30.77401280	292	5	Building rapport is critical.
404	16.93486214	294	17	It's important to be flexible with our schedules and to try and be around others.
405	0.49717617	291	9	In Seattle, and working on this app.
406	6.68878746	298	6	I'm not a liar.
407	0.49387574	297	9	We're planning to meet up with friends.
408	39.25747085	289	2	Congratulations!
409	0.18954325	293	0	
410	0.72312117	291	15	I don't know.  Perhaps you didn't ask the right question.
411	39.83460140	294	20	It's going well, and we need to reach a certain goal by the end of the week.
412	1.60698700	293	6	What are you doing later?
413	0.36359286	296	6	Communicating clearly and patiently.
414	39.35369229	292	19	Being open to change, building rapport with the person you are negotiating with, and avoiding threats.
415	33.68437314	296	9	We would wish you a Happy Passover.
416	0.88133860	295	11	I got the package and will get right to it.
417	0.45929623	297	8	You could try leaving an open alternative.
418	6.08881402	293	18	The right place depends on your destination and what you're going to do in the destination.
419	29.31071711	291	15	A few ways to find the right therapist who can help with this issue.
420	13.47717547	297	17	Yes I saw the premiere of the new season last night. It was pretty good.
421	5.97843313	292	11	Ask more questions and make the best of the situation.
422	40.06994510	294	11	I'm not sure if I like it or not.
423	0.45770311	308	8	I'm not sure how to respond.
424	1.69452810	289	12	I'm so glad you invited me to this wonderful network.
425	42.87849379	305	9	I'm sorry, I don't know.
426	39.85145926	292	12	It sounds like your parents are already working on these things with
427	28.10115385	295	9	Noting and repeating the most important items.
428	0.34390140	300	5	Use the text function.
429	1.49751639	300	10	What is the average salary of a college student?
430	1.68544888	298	16	Maybe we'll do the dishes, you finish your work at the office first?
431	45.34132409	303	12	"BRAIN, we don't have a clue."
432	35.86837983	303	10	I wouldn't recommend it - tattoos are painful.
433	4.94948053	297	6	Keep it clean and organized.
434	22.43494415	300	9	You need to take things slow when dating.
435	40.35318685	296	10	I come from the wilds of the internet.
436	2.46181750	299	12	Have an organized and well-made plan and stay focused.
437	8.46251059	300	9	We have some good pizza in the fridge.
438	13.33049917	303	9	You can’t see the heat.
439	9.52218342	315	19	What i would do is give a little something and then you would need to give them money back
440	0.48063684	296	9	Negotiate and stick to your plan.
441	40.02462626	290	15	I'm not hungry.  I should go home and get some sleep.
442	3.33686185	304	29	Don't talk about how you made the money; instead, focus on how to make it a greater return than what you were expecting to lose.
443	5.20789528	294	12	No, it's a bit too early in the year.
444	40.48867369	295	10	Your car is not a friggin' awesome!!!
445	41.33206940	289	8	[CUT TO COMMERCIAL]
446	45.22814369	312	10	I'm planning a surprise party with my friends.
447	22.26362967	296	9	I love kim, she's so sweet
448	0.68903446	293	4	No plans yet...
449	1.46460724	295	5	Have a safe journey.
450	5.07439566	302	5	Practice makes perfect.
451	8.99297285	301	11	Negotiation and using the best strategy for the situation.
452	2.64247441	295	5	Phone numbers aren't public
453	40.99109697	293	13	I watched the third season of the reality television show Parks and Recreation
454	0.49451089	297	11	If you want to play, just get one.<|endoftext|>
455	21.89505172	296	15	You may want to start with something simple and continue with more complex issues.
456	1.15331745	295	4	We made it.
457	0.53948808	299	10	Send a list of specific concerns to the hiring manager
458	0.73089075	300	14	We hope you enjoyed learning about brains. Thanks for watching this video.
459	0.46125436	302	8	Cheer others up and smile often.
460	39.88940692	293	3	Please advise.
461	2.68223786	299	18	Try to get as much information as possible about the person you're meeting, before arriving.
462	45.91392946	328	7	Practice, practice, practice!
463	0.28833103	304	4	Let's go!
464	11.74680710	300	7	Check the ASEEES website.
465	41.50289202	299	13	Hello, welcome to the store, how can I help you?
466	1.42185831	300	15	Yes, it should be coming out sometime in the next week or so.
467	46.42992306	325	31	I think I would have to borrow a cable... I have an Android which can do Wi-Fi... but for an hour you could borrow a PC...
468	17.66184115	296	28	We can meet up later to talk about the game. If there's anything you want to talk about then I'd be glad to help.
469	41.53295517	305	13	We are in negotiations to co-finance Aquaman 2.
