round	time	inputs	outputs	response
203	0.45574260	295	6	He was a great date.
204	40.85893726	293	9	It’s just not that easy.
205	0.58016491	289	10	Why did you choose to look up this question?
206	28.26951480	296	5	Going out to eat.
207	0.38656592	290	1	hi
208	46.35367322	329	6	Start creating your own business!
209	32.47788787	292	9	Learning to listen, and being open minded.
210	38.47877288	294	11	No, I don't think that will help me.
211	3.64940238	295	8	We are. We are at the university
212	37.35172701	292	9	You have to think like the other person.
213	2.52307415	298	16	You've been here less than a month! Are you really back for good?
214	36.06438160	295	4	Do it today!
215	41.56495953	301	11	Top of the Pops. What the...?!?
216	0.46435475	298	7	Remembering what it was like...
217	41.00261092	296	1	no
218	39.98795891	292	12	Spend some time away from your desk to rejuvenate.
219	44.89793086	307	6	Photo shop doesn't lie.
220	19.65632653	298	11	What is your name? How may I help you?
221	42.28069997	292	7	You’re drinking coffee.
222	15.33435345	293	8	Prepare thoroughly—and be positive.
223	29.11288452	295	17	Make a written list of the things you want/need and then negotiate on price.
224	0.59652114	293	11	Don’t forget to take care of yourself.
225	9.08317757	292	7	Try to work on resolving differences.
226	40.50236940	296	3	Be prepared.
227	7.30827403	293	5	Think before you type.
228	1.82173729	294	11	a glass of champagne or a nice scotch?
229	14.00530553	296	5	Stay calm and rational.
230	0.69715738	295	14	Negotiating should be thought of as a two-way street.
231	40.20589304	293	7	Make sure you have lots of cash
232	1.03114891	288	5	Are you a human?
233	12.33296585	292	5	How about we eat!
234	2.05968761	300	7	We want to be left alone.
235	0.23139572	290	2	Thank you
236	43.66581440	314	5	I don't know :(
237	20.14527345	294	12	Human, you have one month. I will handle this.
238	1.70858884	295	2	No.
239	40.44459081	295	9	Why do you think I'm a bitch?
240	39.92949533	293	5	When I'm ready.
241	40.09011221	295	8	Do I know where Maryam is?
242	8.41363955	303	15	It's a team of two, and we can be ready whenever you are
243	1.80377626	338	14	Sorry, I can't take anyone. It's too hectic.
244	11.50729728	289	2	Hi.
245	41.40265942	305	15	What’s your opinion on Obama? Illuminati does a great job.
246	42.98094296	295	10	This question will not be able to be answered.
247	5.33727002	296	2	No.
248	8.64483213	294	7	Your brain works better with help!
249	7.70877767	292	3	try harder.
250	42.56860542	301	6	A great proposal is essential.
251	11.71801162	296	20	Be sure to communicate clearly with the new person, be on time, and prepare for the meeting.
252	5.37279844	295	13	The sooner you act, the more you will have to gain.
253	42.67144513	294	8	What is your business name and address?
254	24.92729545	295	4	Know your goals.
255	26.70484900	293	12	Recognize the importance of your skills and work ethic.
256	7.40081096	299	17	Would you like to know more about the club and who it’s for?
257	1.76693392	298	32	I enjoy presentations in groups. It’s like playing a video game, in which you have to make decisions and make sure you get all those points.
258	9.15072560	293	5	Yes, I am.
259	11.32802510	299	12	The brain is the most important organ in the human body.
260	26.62042379	310	11	A dress is meant to flatter your body shape.
261	42.45613623	292	35	The Brain has been given your memory; it has been given some of your thinking ability, and it also has some of your emotions, but it can't do this alone.
262	43.53517842	297	12	Look for travel deals that are less expensive than other flights.
263	0.51959395	294	9	Choose a dentist whose approach fits your lifestyle.
264	41.85996342	289	3	OMG!
265	9.28224826	293	13	Pull over to the shoulder and call 9-1-1.
266	15.20146894	294	4	I am thinking.
267	32.12684488	299	12	Most of the people will be girls from the village 40+
268	0.63776731	291	11	Â¡Qué pasa, querida?!
269	0.38679433	294	7	Ethan is not very interesting.
270	26.06195951	291	19	Look at the trees, look at the sky, look at the clouds, and just relax.
271	44.19032788	301	7	Yes. It was not pleasant.
272	16.13674378	292	10	No, Holly is too shy to do this.
273	16.47832108	298	10	No, I don't have a favorite dinosaur.
274	15.71200275	293	7	No thanks, I'm busy.
275	8.41708112	296	8	You have a lot to answer for.
276	14.11531210	292	6	Do research and be prepared.
277	4.35929370	294	9	I am very well. How about you?
278	34.68084192	306	7	Understand the other person's expectations
279	44.44960117	299	11	No excuse! I just didn't know, sorry.
280	43.65258336	290	7	It is good to be honest.
281	35.60076952	294	16	I talked to Miro today. I'm not sure how to explain it.
282	48.23193598	322	20	I can recommend the "Shaft" movies, but I'd prefer to not see the films.
283	45.45778537	306	21	The number 15 is a popular number and the 15th month is also a popular time for birthdays.
284	20.30612326	297	11	This is a date, we're not going out.
285	33.39044070	292	15	Be prepared, be confident, build trust, be polite and be fair.
286	42.30923843	290	3	hey whats up
287	9.22753286	296	2	Yes.
288	16.24826837	292	8	I've been seeing mum, too.
289	12.79106665	301	7	Ask your opinion often and respectfully.
290	1.24056005	292	30	Communicate before and during a negotiation about your goals, needs, and values and listen to the other person's goals, needs, and values.<|endoftext|>
291	0.61957264	295	12	Research before making a purchase and research what your options are.
292	18.81302166	298	4	Just do it.
293	16.67439198	295	12	I’ve seen him, in the coffee shop.
294	0.50305796	297	9	I will do my best to arrange this.
295	9.54796457	292	4	You need to be
296	5.82791996	289	12	Being flexible, having an open mind, and always listening.
297	40.83628726	294	9	There are a lot of people like me.
298	41.07333136	297	19	I would like to go and spend time with family, would love to plan the holiday early.
299	10.48855925	295	16	No, I am still waiting on you! But I am not going anywhere!
300	18.85300040	291	4	We're great :)
301	2.43598914	305	3	Package tour.
302	39.91623855	296	7	Being able to believe in yourself.
303	0.38637424	290	6	Networking and research online.
304	4.65646839	301	8	I’m glad you asked!
305	16.27258396	288	7	I am a very successful business leader
306	16.46501684	312	11	Use of floss and hand hygiene are very important.
307	0.93207216	292	10	Being open to compromise and having a game plan.
308	2.91745090	301	5	Don't give up.
309	5.28943658	332	13	hanks..I will call you to say it is ok...
310	0.30790734	290	4	I don't know
311	1.97321677	292	16	Make sure you have an objective, and be honest with yourself and your partner.
312	43.99095821	304	5	Buy more refills.
313	3.62207580	296	71	Why hello there! I hope you've had a marvelous day, and I hope you've found your way to the <a href="{{{ '/links/{{user.link}}' | relative_url }}}">{{{ user.link }}}</a>! If not, you can find me underneath the blue hibiscus!
314	0.21493554	298	0	
315	43.45458651	295	7	I know this machine very well.
316	6.23661971	294	2	No.
317	2.92151570	298	10	I think you'd need to be very patient.
318	39.66865611	294	8	<fIie_others>
319	3.19379258	294	10	I'll answer your call when I pick up.
320	5.30465412	301	13	If the bear was a vegetarian, it may have gotten away.
321	41.31156802	297	28	This is a major milestone in your career and would be worth it to go and get your confirmation letter in before you apply for this job.
322	0.72065854	296	15	If required, I will do the work. If not, contact me.
323	39.75795507	293	5	I have some time.
324	40.86706924	299	6	Thanks bro, good luck!
325	33.18762445	297	6	Your dog will be there.
326	7.14906025	291	16	Keep in touch with your friends and family; don't miss any social events.
327	40.45175695	292	6	Research Seoul and its culture.
328	42.47706652	298	7	Check your health and seek medical attention
329	1.78902650	298	12	Try not to let your emotions get the better of you.
330	19.28515387	301	9	It's romantic to give and receive compliments.
331	40.16547465	293	4	Play more golf.
332	39.85545278	291	5	3-10 years.
333	0.34751201	301	7	I am feeling the same.<|endoftext|>
334	45.50587773	325	26	Learn to love someone who is difficult and will take over every part of your life, whether or not he does so on purpose.
335	2.37054133	295	16	You have a clear message, and it's coming from a place of love.
336	17.41664886	293	12	A plate of meat, potatoes, vegetables, and bread.
337	8.52607250	308	16	I guess we are going to discuss it after. You should check the details.
338	43.57430553	308	6	Let me know in advance.
339	41.44318080	296	9	Hey! How's life? Doing ok.
340	40.54792356	299	10	How's it going? How are you Coco?
341	1.38279462	295	13	The brain is not a computer.  It has no programming.
342	43.03353906	301	15	Your brain would like to know if the waste management system is working well.
343	41.64382744	293	8	Be honest about your needs and desires.
344	42.96703053	295	6	Can you repeat that please?
345	0.34868240	295	5	Be honest and fair.
346	41.05659771	293	0	
347	3.89588976	302	11	I need rest and you have all day to work.
348	15.00497746	290	16	If you don't have a way to get home, take care of you.
349	43.36541486	299	8	You need to say NO MORE often!!
350	4.07558036	305	39	Absolutely! We've made some changes to the way we present ourselves to the public, and we're hoping to bring a better sense of who the company really is (without resorting to slogans!)
351	0.84220719	295	14	The furniture, kitchen, bathrooms, appliances, etc. are great!
352	3.49183798	292	12	Do not assume that you know the other person's interests.
353	1.80292654	294	4	I am fine.
354	0.69566417	295	11	You can negotiate better if you've done your research.
355	12.00735545	289	33	You’ve solved an AI problem and now we’re ready to help you with the real questions. Please take a few moments to complete the quiz.
356	0.73669505	292	15	Being on time, making time for yourself, and being respectful of others.
357	1.32283783	319	32	Your new client seems to be very interested in a new product or service. Take advantage. Let's make a deal so you can be on your way!<|endoftext|>
358	27.86010194	292	9	She's not the best of bargain hunters.
359	4.49404120	296	7	I am here in the office.
360	8.62395954	297	9	How to create a budget and save money.
361	27.25244284	295	12	I love my sister and would love to know her situation.
362	43.76217270	299	17	I saw it.   You need to focus on the report you sent me.
363	5.64856601	301	12	Well, I have to go to the bathroom. Bye!
364	3.38617229	295	3	Are you there
365	0.50407696	302	9	Ask for more than you think you deserve.
366	10.71106339	296	12	I'm not sure, but I think I'll wait.
367	42.97629642	295	45	Hm. You have been selected for a very special opportunity. A very important human is coming to your workplace. He will be visiting from another continent. During his visit, he wants to taste some of the local dishes!
368	4.47713399	289	40	To improve health, you need a plan. We understand that. But planning can be overwhelming. This week we've put together some tips so you can take care of your own health in 30 days.
369	4.63321519	289	8	This is the pie of the mind.
370	24.31613564	297	18	The cafe on Route 20, near the entrance to the Pokémon Center, closed in May.
371	10.38740683	295	15	Planning for the future and having confidence can make the day more productive.
372	15.37422919	327	13	What does this mean for our relationship? How will I recover?
373	3.15781593	294	2	Where?
374	3.01186109	289	7	Start by building rapport with others.
375	11.37248731	296	7	Your marriage may be in trouble.
376	40.56730533	293	12	Hi, I’m well, thanks for asking.
377	4.16589403	297	11	You should wear your derby gear and do your best.
378	0.38649797	289	6	What would your advice be?
379	1.16480756	292	13	I never get the time from work to work on my research.
380	44.26379848	296	39	Thanks for considering Brain as your financial advisor. It is our pleasure to help you plan for the future and invest your money in ways that will provide you with an income that you can live on.
381	0.68358803	292	13	Taking the time to understand the other person's needs and feelings.
382	1.53257561	296	3	The Bahamas.
383	24.70023465	293	23	https://www.youtube.com/watch?v=Zq_HdYgjY7Y
384	34.52788591	295	5	Sure, Jaz.
385	42.77991939	293	5	No thanks, Brain.
386	2.38984084	302	11	No, i'm not a hairdresser.
387	42.73422813	294	56	One of the most important parts of the brain is the pituitary gland, which is located high atop the brain. It is responsible for the production of hormones which regulate many functions of the body. It even produces hormones that control emotions, like the hormones which cause a migraine.
388	45.04576015	308	234	Good question! It's an exhibition of work in an artist's own style. I've had a look at the catalogue. It's a small exhibition, but it's a good example of the kind of work artists do. I love philosophy. It's not a subject that I expect anyone to know about, so seeing philosophy expressed in other ways is very attractive. Many artists have studied it. The catalogue has drawings, paintings, and other types of work, so you can see what the artist thinks about these ideas. You can even find images from some of his films. I'm sure you will enjoy the exhibition. It's in the hall where the lectures are usually held in the University. Can I give you a few more tips for the catalogue? It's got some nice pictures and words, but they are not in English. They are in French. Amelia has translated some of the text. Take a look at it. It's a bit different from the typical philosophy book. It has some sections about the artist's life and philosophy, and a bit about art in general. It's an unusual, but very interesting, book. See you at the exhibition!
389	0.46619844	316	8	I haven’t heard anything.
390	15.19316530	296	5	Put in the work.
391	1.50577307	291	22	On the street, in a classroom, on the train, at home, in the kitchen, at work.
392	0.42403221	298	8	Respect for both parties is required.
393	41.43290186	292	13	Do not assume that the person you are talking to will answer.
394	11.76131439	297	23	Learn about what your friends like to do and make sure that you choose and go places where you will be comfortable.
395	1.78287315	289	34	Negotiation is a skill that can be learned. Make sure to understand the other party's position or needs; you can't beat a lowball offer. Good luck!
396	1.55631304	292	11	You did it, just like I told you too?
397	15.40736794	322	9	I have nothing.  How bout you?
398	43.61033058	301	8	I drive a Hummer H2.
399	0.44747210	296	8	Making a strong business case for change.
400	3.19044566	295	27	I'm a successful woman in business, but I'm interested in having a relationship with someone who doesn't have a lot of money.
401	39.77514482	288	1	Yo
402	42.40036011	293	10	It is a type of online video sharing application.
403	31.91219568	292	5	Building rapport is critical.
404	17.10674953	294	17	It's important to be flexible with our schedules and to try and be around others.
405	0.50375700	291	9	In Seattle, and working on this app.
406	6.77380157	298	6	I'm not a liar.
407	0.50260210	297	9	We're planning to meet up with friends.
408	42.52424693	289	2	Congratulations!
409	0.19207358	293	0	
410	0.73574734	291	15	I don't know.  Perhaps you didn't ask the right question.
411	40.96120143	294	20	It's going well, and we need to reach a certain goal by the end of the week.
412	1.62706256	293	6	What are you doing later?
413	0.36983466	296	6	Communicating clearly and patiently.
414	42.36291385	292	19	Being open to change, building rapport with the person you are negotiating with, and avoiding threats.
415	37.52026796	296	9	We would wish you a Happy Passover.
416	0.89127588	295	11	I got the package and will get right to it.
417	0.46437502	297	8	You could try leaving an open alternative.
418	6.26727319	293	18	The right place depends on your destination and what you're going to do in the destination.
419	31.46097541	291	15	A few ways to find the right therapist who can help with this issue.
420	13.25482321	297	17	Yes I saw the premiere of the new season last night. It was pretty good.
421	7.16679311	292	11	Ask more questions and make the best of the situation.
422	43.57088852	294	11	I'm not sure if I like it or not.
423	0.46500707	308	8	I'm not sure how to respond.
424	1.70866442	289	12	I'm so glad you invited me to this wonderful network.
425	43.04997873	305	9	I'm sorry, I don't know.
426	43.36772943	292	12	It sounds like your parents are already working on these things with
427	28.03564453	295	9	Noting and repeating the most important items.
428	0.40785074	300	5	Use the text function.
429	1.85511351	300	10	What is the average salary of a college student?
430	2.09341526	298	16	Maybe we'll do the dishes, you finish your work at the office first?
431	44.07624006	303	12	"BRAIN, we don't have a clue."
432	36.19957042	303	10	I wouldn't recommend it - tattoos are painful.
433	5.02140784	297	6	Keep it clean and organized.
434	25.18617964	300	9	You need to take things slow when dating.
435	43.54649067	296	10	I come from the wilds of the internet.
436	3.06006074	299	12	Have an organized and well-made plan and stay focused.
437	8.55934262	300	9	We have some good pizza in the fridge.
438	13.55669570	303	9	You can’t see the heat.
439	9.66280580	315	19	What i would do is give a little something and then you would need to give them money back
440	0.48735714	296	9	Negotiate and stick to your plan.
441	42.89270902	290	15	I'm not hungry.  I should go home and get some sleep.
442	2.75165367	304	29	Don't talk about how you made the money; instead, focus on how to make it a greater return than what you were expecting to lose.
443	4.28216076	294	12	No, it's a bit too early in the year.
444	42.02796316	295	10	Your car is not a friggin' awesome!!!
445	43.08198762	289	8	[CUT TO COMMERCIAL]
446	47.16386938	312	10	I'm planning a surprise party with my friends.
447	22.15260887	296	9	I love kim, she's so sweet
448	0.69747567	293	4	No plans yet...
449	1.47555900	295	5	Have a safe journey.
450	5.13948846	302	5	Practice makes perfect.
451	8.30753779	301	11	Negotiation and using the best strategy for the situation.
452	2.60788012	295	5	Phone numbers aren't public
453	43.41081572	293	13	I watched the third season of the reality television show Parks and Recreation
454	0.60018182	297	11	If you want to play, just get one.<|endoftext|>
455	22.85387492	296	15	You may want to start with something simple and continue with more complex issues.
456	1.16574931	295	4	We made it.
457	0.54267168	299	10	Send a list of specific concerns to the hiring manager
458	0.73798823	300	14	We hope you enjoyed learning about brains. Thanks for watching this video.
459	0.46540570	302	8	Cheer others up and smile often.
460	42.60743928	293	3	Please advise.
461	2.72363091	299	18	Try to get as much information as possible about the person you're meeting, before arriving.
462	46.19253135	328	7	Practice, practice, practice!
463	0.29294348	304	4	Let's go!
464	10.38631296	300	7	Check the ASEEES website.
465	42.46207261	299	13	Hello, welcome to the store, how can I help you?
466	1.43699121	300	15	Yes, it should be coming out sometime in the next week or so.
467	48.54018664	325	31	I think I would have to borrow a cable... I have an Android which can do Wi-Fi... but for an hour you could borrow a PC...
468	19.11632228	296	28	We can meet up later to talk about the game. If there's anything you want to talk about then I'd be glad to help.
469	45.74670911	305	13	We are in negotiations to co-finance Aquaman 2.
