round	time	inputs	outputs	response
33	41.44210052	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	43.33913374	302	6	I don't have it.
35	10.73497224	302	11	Ask him what he would like and act on it.
36	11.42664313	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.67358041	296	11	We're wired to be attracted to the wrong people.
38	42.09350681	292	13	You can become more persuasive by understanding the other person's perspective.
39	4.84019709	303	14	The key to negotiation is to be honest and clear from the start.
40	33.25603557	298	11	Let your landlord know you are ready to pay rent.
41	9.82502532	296	8	The following two options are both available:
42	10.44242597	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	42.32375455	295	7	I don't think I do.
44	41.96614718	303	6	Listen more than you speak.
45	2.85426307	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.38675189	294	3	A lot.
47	16.46536255	292	5	Nike, because...
48	41.56545138	295	17	If you can't find what you are looking for, come to me and ask.
49	0.57597852	300	11	Don't go to bed too late or too early.
50	0.42126799	298	7	Keep your head in the game.
51	42.97293282	297	12	I don't like to gossip about others' personal lives.
52	42.30568361	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	39.73373222	288	9	how r u? can i help u?
54	10.18656278	291	8	Yes, I'm doing just fine.
55	40.46539545	290	5	We should be friends.
56	42.04098964	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	49.64023066	300	6	Thank you for your business.
58	0.64996886	299	11	Make a guest list, plan, and be prepared.
59	1.39930725	291	4	New York City.
60	39.35310793	292	9	Making clear requests and sticking to your guns.
61	2.75858355	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	40.45875525	292	8	How can I approach a new customer?
63	18.50592804	296	4	Have a backup.
64	42.40738487	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	39.77992582	290	12	Just got back in, and I'm feeling tired already.
66	11.54601216	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.11687493	301	8	Negotiate in a friendly manner.
68	40.22537112	297	9	I’m good thanks, yourself?
69	3.39645886	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.46493864	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.37101984	296	8	How can I stop procrastinating?
72	41.71215272	303	15	How can I take time to relax and be a well-rounded person?
73	14.23703194	300	14	What? I just asked if you're going out after work tonight.
74	41.54000473	303	11	Kids means more responsibility, time, and maintenance costs.
75	39.25756121	295	10	Be optimistic, be careful, and be prepared.
76	5.01447916	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	43.53118372	298	6	Ask for what you want.
78	42.10144591	291	9	How would you like your brain to be?
79	43.27277207	297	8	How can I deal with stressful situations?
80	0.52077556	294	9	Don't be afraid to take a chance.
81	3.08299351	288	10	How can I meet lots of cool new people?
82	1.77949405	295	10	The Brain is the size of the tip of your
83	9.71810794	292	7	We are not interested in humans.
84	0.46251273	297	6	A book on time management.
85	42.45535636	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	43.33917141	297	10	Plan ahead and be open to the many possibilities.
87	20.72346616	292	4	I am working.
88	44.90060234	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	43.15171719	300	5	I'll be there.
90	13.95522428	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	15.80387878	292	11	Well...It's cold, and I'm hungry.
92	38.11237550	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.41180730	298	17	No, I am not in Asda. I sell software services to other businesses.
94	42.67529345	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.48198724	301	8	Pick a day and see it through.
96	9.30912852	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	43.08411026	296	9	Never... well, except the old ways.
98	42.73874688	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	24.39118791	295	13	What was it exactly? I will need time to process this.
100	43.49881721	301	10	It's not possible to skype with you.
101	42.04394746	291	7	Taking a business approach to negotiation.
102	43.18745065	299	5	3:30AM.
103	42.90211391	295	8	I did. I saw a mouse.
104	42.09787011	287	8	A strong sense of self-awareness.
105	0.75334191	301	14	You're going to be spending a lot of time with your family.
106	1.23769283	290	12	Ask for exactly what you need in the most polite manner.
107	42.17291188	291	15	I'm working, but I'd like you to relax with a friend.
108	42.84898353	292	15	[  No, I don't know anything about going swimming, I'll
109	0.75214005	302	14	No way. You're the one who voted for this fucking guy.
110	9.05817914	297	5	You're so high.
111	20.00307035	296	12	School counselors are responsible for the safety of the whole school.
112	3.51452160	290	29	You should be nice, friendly, and open to all sorts of different viewpoints. To get the most out of this, be a good listener.
113	43.46994877	297	8	A cake, card, and present.
114	8.68475175	294	3	i'm bored
115	9.97407317	294	18	Cleaning the house is something that should be done, regardless of how busy one is.
116	46.30658746	305	5	I'm up for it
117	42.22647500	292	11	Being honest, being prepared, and showing good manners.
118	0.93032026	296	20	I don't want to be rude. I know that all of you live in the same neighborhood.
119	22.50690842	294	11	I am Sandra Donovan from BRAIN-Tec.
120	10.62129354	299	3	Can't go
121	10.20305133	298	27	That's very kind. This is Dr. Brain. I'm your host, and I'm here to give you a little help.
122	21.83855772	295	23	I'm really sorry to hear that, but I hope the rest of your day is less hectic than today.
123	2.36573267	292	12	Be patient. It's a skill that can be learned.
124	42.15262914	291	9	Taking a personal approach and being assertive.
125	18.92606258	288	1	Hey
126	0.73311925	298	14	Being passionate, having a plan, and always having an exit strategy.
127	42.98702693	294	11	Go if you have a good attitude and enjoy yourself.
128	44.28915238	299	8	I think that should be a priority.
129	0.40397978	293	6	Plan ahead and be prepared.
130	8.43587399	295	212	If it's worth it, put in the effort. I think the best thing to do in this situation is to not only take a deep breath, but also be ready and willing to walk away from the audition if you're not comfortable with the process. And this would be especially true if you're auditioning in front of someone you find intimidating or not very familiar with. I've been told by an auditioner that this is the most difficult part of the audition process for him. The other advice I would give here is to treat yourself the way you would want to be treated. If you feel nervous or intimidated, don't allow it to dictate your actions. Go in and do your best, no matter how bad it is. If it improves, great. If it doesn't, don't get too down on yourself. I have a friend who, if her first audition didn't go well, would get in her car and drive off crying. You can imagine how that would end up for her on the side of the highway or in a ditch.
131	11.34915757	295	9	Spending quality time with friends and family.
132	0.29047060	288	4	Are you okay?
133	4.21933389	298	29	We suggest starting with the customer by saying something like, “Welcome to Brain Doctors. I’m pleased to meet you.”
134	42.40335155	301	15	We will start next week, so I have not set the slot yet.
135	15.08320475	297	13	No. When we have, I'll get back to you.
136	41.49455380	305	16	Please leave a message or call if there is anything we can help you with.
137	0.59533978	299	9	Thank you. Your reward will be soon.
138	18.98069882	294	9	Follow up to any follow-up questions.
139	5.06802177	292	6	Take a break and relax.
140	3.94261646	293	6	Wake up on time.
141	3.97718430	292	13	Avoiding confrontations and accepting constructive criticism can improve team communication.
142	31.86196828	294	15	Yeah, this is the BRAIN. How can I solve your problem?
143	42.60701489	296	14	Do you see the difference between "dog" and "walked"?
144	18.42783904	297	11	What are some ways we might be able to communicate?
145	7.54254079	292	7	I am having a great day!
146	28.85533738	300	3	Sounds good!
147	43.35374236	295	5	Why do you ask?
148	0.63088655	289	12	Make sure you are comfortable with yourself before asking for anything.
149	1.11664796	297	10	Visit http://www.braincafe.it
150	0.77010703	298	5	We will be here.
151	42.27804899	292	13	I don't know... but I do know that we're working
152	0.62038279	325	11	Sorry, we have closed the call. Thank you.
153	42.46712470	309	24	I'm currently working. I have a lot of things to do. I'm not sure if I can do it.
154	39.54318261	289	11	Be prepared and understand your opponent's point of view.
155	17.98616076	296	4	What is it?
156	42.36768174	292	15	Practice first, get feedback, and get it all down on paper.
157	40.81834865	300	14	Be confident and never give in to someone who has control over you.
158	7.68039536	301	10	Nicky? Yeah, she was having sex with
159	42.52730918	292	5	Taking a new approach.
160	8.16205239	299	12	This is a personal message from your favorite website and we are
161	2.72398162	302	8	No bouncy castles in the hall.
162	10.15233779	299	11	You must first determine if you are looking for something.
163	10.46006274	291	2	Yes.
164	1.08117533	314	7	Keep your cool and be diplomatic.
165	0.65429521	290	7	Thanks. I love you to!
166	0.30644345	300	4	Incoming messages!
167	0.38276887	295	6	Start early and be prepared.
168	4.93602586	296	7	Imagine Dragons are coming to us!
169	49.18620682	361	50	The car did not appear to be at fault so there is little point having it checked. Can you describe the display message? Do you have your contract with a mechanic who services the cars on your car? I will add this information to the database.
170	1.02293825	304	22	I have no such plans. But if you and your parents want to visit me, let just me know.
171	1.61512470	289	12	There is a certain etiquette when having a discussion about money.
172	41.85750413	300	14	I'll be glad to help. What would you like from me?
173	3.63454103	297	8	This time and effort will help others.
174	28.31867099	296	13	Negate any negative images that you have about a particular field.
175	40.72597241	298	11	Have you heard the new 30 Seconds to Mars album?
176	1.42533278	290	14	I'm afraid I must insist that you put down that cell phone.
177	11.12414956	301	17	"The one who is least likely to succeed is the one who says he will."
178	39.81712222	292	11	Negotiation is the most important thing in any business.
179	0.88513088	293	19	Take a break from work every so often and spend quality time with the people you care about.
180	0.57692122	294	11	I am not sure. I will let you know.
181	40.07153654	292	12	Having a clear goal in mind before you begin your negotiation.
182	11.69442987	310	4	Yes we know :)
183	0.34480405	292	5	Avoiding power plays.
184	17.25849199	288	2	Hello!
185	0.38360476	295	6	Are you familiar with it?
186	14.39890504	296	10	A tattoo is a great way to express yourself.
187	2.47552490	296	12	I’ll need to use the downstairs toilet first.
188	0.64912081	298	9	In some countries traffic is on the right.
189	39.77541161	292	10	How to improve your interpersonal skills and relationship skills.
190	42.44189215	313	19	When I found the task is not interesting for me I will not be able to complete it.
191	1.61690927	294	9	Responding to messages in a timely manner.
192	0.57572961	291	11	We can work together to solve problems and grow together.
193	0.79156113	296	16	We all are the creators of our own happiness. We can do it! :)
194	16.65639329	297	5	Let me see it.
195	41.95657420	306	5	Take time to research.
196	39.74879813	292	9	I hear you. I hate her too.
197	45.52992988	331	8	Have a vegetarian/vegan option.
198	0.57507706	295	10	Are you referring to some time in the future?
199	5.30511665	291	3	Have courage.
200	39.63871217	291	13	We are available 24/7. What problem are you experiencing?
201	6.35791373	295	14	I don't know, why don't you go and find out?
202	45.50939631	308	17	Merry Christmas! Wishing you and Elena the very best for the holiday season!
203	0.45113897	295	6	He was a great date.
204	42.13082862	293	9	It’s just not that easy.
205	0.57548738	289	10	Why did you choose to look up this question?
206	31.63591027	296	5	Going out to eat.
207	0.38361526	290	1	hi
208	47.55595112	329	6	Start creating your own business!
209	34.33319330	292	9	Learning to listen, and being open minded.
210	36.92827821	294	11	No, I don't think that will help me.
211	3.63677001	295	8	We are. We are at the university
212	37.68752122	292	9	You have to think like the other person.
213	2.88410759	298	16	You've been here less than a month! Are you really back for good?
214	34.37749195	295	4	Do it today!
215	43.87349343	301	11	Top of the Pops. What the...?!?
216	0.48390388	298	7	Remembering what it was like...
217	42.72451401	296	1	no
218	40.18703747	292	12	Spend some time away from your desk to rejuvenate.
219	43.55589008	307	6	Photo shop doesn't lie.
220	21.59276843	298	11	What is your name? How may I help you?
221	40.52565908	292	7	You’re drinking coffee.
222	15.28642774	293	8	Prepare thoroughly—and be positive.
223	31.05686235	295	17	Make a written list of the things you want/need and then negotiate on price.
224	0.57600641	293	11	Don’t forget to take care of yourself.
225	8.49399495	292	7	Try to work on resolving differences.
226	43.21757865	296	3	Be prepared.
227	7.29153347	293	5	Think before you type.
228	1.81583548	294	11	a glass of champagne or a nice scotch?
229	14.51284194	296	5	Stay calm and rational.
230	0.69155502	295	14	Negotiating should be thought of as a two-way street.
231	42.75793195	293	7	Make sure you have lots of cash
232	1.02253389	288	5	Are you a human?
233	13.61207294	292	5	How about we eat!
234	2.50226259	300	7	We want to be left alone.
235	0.25945449	290	2	Thank you
236	47.12875032	314	5	I don't know :(
237	20.41940522	294	12	Human, you have one month. I will handle this.
238	1.69983554	295	2	No.
239	43.04124260	295	9	Why do you think I'm a bitch?
240	42.64792204	293	5	When I'm ready.
241	42.15514731	295	8	Do I know where Maryam is?
242	8.44297123	303	15	It's a team of two, and we can be ready whenever you are
243	1.74473524	338	14	Sorry, I can't take anyone. It's too hectic.
244	11.46471810	289	2	Hi.
245	44.72270608	305	15	What’s your opinion on Obama? Illuminati does a great job.
246	42.75928187	295	10	This question will not be able to be answered.
247	5.27619219	296	2	No.
248	9.70459104	294	7	Your brain works better with help!
249	8.00446296	292	3	try harder.
250	41.06374121	301	6	A great proposal is essential.
251	11.64332294	296	20	Be sure to communicate clearly with the new person, be on time, and prepare for the meeting.
252	5.33587146	295	13	The sooner you act, the more you will have to gain.
253	42.38889432	294	8	What is your business name and address?
254	27.64223289	295	4	Know your goals.
255	28.81721830	293	12	Recognize the importance of your skills and work ethic.
256	7.40316558	299	17	Would you like to know more about the club and who it’s for?
257	1.70045185	298	32	I enjoy presentations in groups. It’s like playing a video game, in which you have to make decisions and make sure you get all those points.
258	9.11168575	293	5	Yes, I am.
259	13.33843374	299	12	The brain is the most important organ in the human body.
260	26.57990861	310	11	A dress is meant to flatter your body shape.
261	42.40672827	292	35	The Brain has been given your memory; it has been given some of your thinking ability, and it also has some of your emotions, but it can't do this alone.
262	42.76549149	297	12	Look for travel deals that are less expensive than other flights.
263	0.49992013	294	9	Choose a dentist whose approach fits your lifestyle.
264	39.45680428	289	3	OMG!
265	9.19436288	293	13	Pull over to the shoulder and call 9-1-1.
266	15.06716585	294	4	I am thinking.
267	33.34383845	299	12	Most of the people will be girls from the village 40+
268	0.61536145	291	11	Â¡Qué pasa, querida?!
269	0.38349104	294	7	Ethan is not very interesting.
270	26.45832276	291	19	Look at the trees, look at the sky, look at the clouds, and just relax.
271	45.32397676	301	7	Yes. It was not pleasant.
272	17.12261629	292	10	No, Holly is too shy to do this.
273	18.14005566	298	10	No, I don't have a favorite dinosaur.
274	15.71958208	293	7	No thanks, I'm busy.
275	8.25460672	296	8	You have a lot to answer for.
276	14.03227377	292	6	Do research and be prepared.
277	4.89015961	294	9	I am very well. How about you?
278	34.37618375	306	7	Understand the other person's expectations
279	43.21874666	299	11	No excuse! I just didn't know, sorry.
280	41.57974529	290	7	It is good to be honest.
281	36.45435190	294	16	I talked to Miro today. I'm not sure how to explain it.
282	46.40776205	322	20	I can recommend the "Shaft" movies, but I'd prefer to not see the films.
283	42.00683331	306	21	The number 15 is a popular number and the 15th month is also a popular time for birthdays.
284	21.32335901	297	11	This is a date, we're not going out.
285	31.76499677	292	15	Be prepared, be confident, build trust, be polite and be fair.
286	42.21665168	290	3	hey whats up
287	9.18260860	296	2	Yes.
288	15.62751245	292	8	I've been seeing mum, too.
289	12.79448843	301	7	Ask your opinion often and respectfully.
290	1.23463130	292	30	Communicate before and during a negotiation about your goals, needs, and values and listen to the other person's goals, needs, and values.<|endoftext|>
291	0.61513567	295	12	Research before making a purchase and research what your options are.
292	18.82343674	298	4	Just do it.
293	16.45671105	295	12	I’ve seen him, in the coffee shop.
294	0.49827695	297	9	I will do my best to arrange this.
295	9.49244785	292	4	You need to be
296	5.81056476	289	12	Being flexible, having an open mind, and always listening.
297	39.99229002	294	9	There are a lot of people like me.
298	40.54222393	297	19	I would like to go and spend time with family, would love to plan the holiday early.
299	10.41014433	295	16	No, I am still waiting on you! But I am not going anywhere!
300	18.25283790	291	4	We're great :)
301	2.35705805	305	3	Package tour.
302	40.18945789	296	7	Being able to believe in yourself.
303	0.38368869	290	6	Networking and research online.
304	4.62671041	301	8	I’m glad you asked!
305	16.22852564	288	7	I am a very successful business leader
306	16.35856748	312	11	Use of floss and hand hygiene are very important.
307	0.92516446	292	10	Being open to compromise and having a game plan.
308	2.89997602	301	5	Don't give up.
309	5.28895068	332	13	hanks..I will call you to say it is ok...
310	0.30696392	290	4	I don't know
311	1.97057223	292	16	Make sure you have an objective, and be honest with yourself and your partner.
312	42.26841021	304	5	Buy more refills.
313	2.92340302	296	71	Why hello there! I hope you've had a marvelous day, and I hope you've found your way to the <a href="{{{ '/links/{{user.link}}' | relative_url }}}">{{{ user.link }}}</a>! If not, you can find me underneath the blue hibiscus!
314	0.19062614	298	0	
315	40.69108343	295	7	I know this machine very well.
316	6.20201278	294	2	No.
317	2.90298867	298	10	I think you'd need to be very patient.
318	41.95033717	294	8	<fIie_others>
319	3.89921880	294	10	I'll answer your call when I pick up.
320	5.67563653	301	13	If the bear was a vegetarian, it may have gotten away.
321	43.16753697	297	28	This is a major milestone in your career and would be worth it to go and get your confirmation letter in before you apply for this job.
322	0.71452975	296	15	If required, I will do the work. If not, contact me.
323	40.70522165	293	5	I have some time.
324	40.84549499	299	6	Thanks bro, good luck!
325	33.81746078	297	6	Your dog will be there.
326	7.09256148	291	16	Keep in touch with your friends and family; don't miss any social events.
327	40.51703739	292	6	Research Seoul and its culture.
328	41.02528930	298	7	Check your health and seek medical attention
329	1.76560688	298	12	Try not to let your emotions get the better of you.
330	19.18421245	301	9	It's romantic to give and receive compliments.
331	39.66343951	293	4	Play more golf.
332	39.87004733	291	5	3-10 years.
333	0.34584451	301	7	I am feeling the same.<|endoftext|>
334	44.36960816	325	26	Learn to love someone who is difficult and will take over every part of your life, whether or not he does so on purpose.
335	2.35961676	295	16	You have a clear message, and it's coming from a place of love.
336	17.35367990	293	12	A plate of meat, potatoes, vegetables, and bread.
337	8.25132537	308	16	I guess we are going to discuss it after. You should check the details.
338	44.50722718	308	6	Let me know in advance.
339	40.13287425	296	9	Hey! How's life? Doing ok.
340	42.60263348	299	10	How's it going? How are you Coco?
341	1.35075402	295	13	The brain is not a computer.  It has no programming.
342	41.43489265	301	15	Your brain would like to know if the waste management system is working well.
343	40.62629247	293	8	Be honest about your needs and desires.
344	42.04232287	295	6	Can you repeat that please?
345	0.34517932	295	5	Be honest and fair.
346	41.89229250	293	0	
347	4.39988327	302	11	I need rest and you have all day to work.
348	14.67728496	290	16	If you don't have a way to get home, take care of you.
349	43.27076507	299	8	You need to say NO MORE often!!
350	3.30084062	305	39	Absolutely! We've made some changes to the way we present ourselves to the public, and we're hoping to bring a better sense of who the company really is (without resorting to slogans!)
351	0.69509649	295	14	The furniture, kitchen, bathrooms, appliances, etc. are great!
352	2.83104801	292	12	Do not assume that you know the other person's interests.
353	1.47098327	294	4	I am fine.
354	0.57825470	295	11	You can negotiate better if you've done your research.
355	12.19565773	289	33	You’ve solved an AI problem and now we’re ready to help you with the real questions. Please take a few moments to complete the quiz.
356	0.88489914	292	15	Being on time, making time for yourself, and being respectful of others.
357	1.60614395	319	32	Your new client seems to be very interested in a new product or service. Take advantage. Let's make a deal so you can be on your way!<|endoftext|>
358	26.51885295	292	9	She's not the best of bargain hunters.
359	4.31105900	296	7	I am here in the office.
360	9.76253986	297	9	How to create a budget and save money.
361	28.29315996	295	12	I love my sister and would love to know her situation.
362	42.21236634	299	17	I saw it.   You need to focus on the report you sent me.
363	5.59250522	301	12	Well, I have to go to the bathroom. Bye!
364	3.34361362	295	3	Are you there
365	0.49732399	302	9	Ask for more than you think you deserve.
366	10.62748218	296	12	I'm not sure, but I think I'll wait.
367	42.02993584	295	45	Hm. You have been selected for a very special opportunity. A very important human is coming to your workplace. He will be visiting from another continent. During his visit, he wants to taste some of the local dishes!
368	4.45907283	289	40	To improve health, you need a plan. We understand that. But planning can be overwhelming. This week we've put together some tips so you can take care of your own health in 30 days.
369	4.60953546	289	8	This is the pie of the mind.
370	22.05489802	297	18	The cafe on Route 20, near the entrance to the Pokémon Center, closed in May.
371	10.31499314	295	15	Planning for the future and having confidence can make the day more productive.
372	14.39346123	327	13	What does this mean for our relationship? How will I recover?
373	2.55452585	294	2	Where?
374	2.43787313	289	7	Start by building rapport with others.
375	11.15038490	296	7	Your marriage may be in trouble.
376	39.70437813	293	12	Hi, I’m well, thanks for asking.
377	4.14035296	297	11	You should wear your derby gear and do your best.
378	0.38270450	289	6	What would your advice be?
379	1.15493798	292	13	I never get the time from work to work on my research.
380	40.56373668	296	39	Thanks for considering Brain as your financial advisor. It is our pleasure to help you plan for the future and invest your money in ways that will provide you with an income that you can live on.
381	0.65469503	292	13	Taking the time to understand the other person's needs and feelings.
382	1.52811718	296	3	The Bahamas.
383	24.69259214	293	23	https://www.youtube.com/watch?v=Zq_HdYgjY7Y
384	34.18810105	295	5	Sure, Jaz.
385	42.83147240	293	5	No thanks, Brain.
386	2.26323009	302	11	No, i'm not a hairdresser.
387	40.03829312	294	56	One of the most important parts of the brain is the pituitary gland, which is located high atop the brain. It is responsible for the production of hormones which regulate many functions of the body. It even produces hormones that control emotions, like the hormones which cause a migraine.
388	42.43265104	308	234	Good question! It's an exhibition of work in an artist's own style. I've had a look at the catalogue. It's a small exhibition, but it's a good example of the kind of work artists do. I love philosophy. It's not a subject that I expect anyone to know about, so seeing philosophy expressed in other ways is very attractive. Many artists have studied it. The catalogue has drawings, paintings, and other types of work, so you can see what the artist thinks about these ideas. You can even find images from some of his films. I'm sure you will enjoy the exhibition. It's in the hall where the lectures are usually held in the University. Can I give you a few more tips for the catalogue? It's got some nice pictures and words, but they are not in English. They are in French. Amelia has translated some of the text. Take a look at it. It's a bit different from the typical philosophy book. It has some sections about the artist's life and philosophy, and a bit about art in general. It's an unusual, but very interesting, book. See you at the exhibition!
389	0.46211267	316	8	I haven’t heard anything.
390	14.42870426	296	5	Put in the work.
391	1.49485135	291	22	On the street, in a classroom, on the train, at home, in the kitchen, at work.
392	0.41924334	298	8	Respect for both parties is required.
393	41.34442472	292	13	Do not assume that the person you are talking to will answer.
394	9.49588156	297	23	Learn about what your friends like to do and make sure that you choose and go places where you will be comfortable.
395	1.46931648	289	34	Negotiation is a skill that can be learned. Make sure to understand the other party's position or needs; you can't beat a lowball offer. Good luck!
396	1.54856396	292	11	You did it, just like I told you too?
397	15.33657193	322	9	I have nothing.  How bout you?
398	43.60723019	301	8	I drive a Hummer H2.
399	0.46844935	296	8	Making a strong business case for change.
400	3.17670798	295	27	I'm a successful woman in business, but I'm interested in having a relationship with someone who doesn't have a lot of money.
401	41.73108912	288	1	Yo
402	42.22417593	293	10	It is a type of online video sharing application.
403	31.07530904	292	5	Building rapport is critical.
404	17.08255315	294	17	It's important to be flexible with our schedules and to try and be around others.
405	0.49918985	291	9	In Seattle, and working on this app.
406	6.73937082	298	6	I'm not a liar.
407	0.49816585	297	9	We're planning to meet up with friends.
408	42.18991542	289	2	Congratulations!
409	0.21026874	293	0	
410	0.72922158	291	15	I don't know.  Perhaps you didn't ask the right question.
411	42.97241068	294	20	It's going well, and we need to reach a certain goal by the end of the week.
412	1.64214134	293	6	What are you doing later?
413	0.36756754	296	6	Communicating clearly and patiently.
414	39.72003150	292	19	Being open to change, building rapport with the person you are negotiating with, and avoiding threats.
415	33.84258699	296	9	We would wish you a Happy Passover.
416	0.88590884	295	11	I got the package and will get right to it.
417	0.46109033	297	8	You could try leaving an open alternative.
418	6.11976767	293	18	The right place depends on your destination and what you're going to do in the destination.
419	29.29078817	291	15	A few ways to find the right therapist who can help with this issue.
420	13.22230244	297	17	Yes I saw the premiere of the new season last night. It was pretty good.
421	6.00375819	292	11	Ask more questions and make the best of the situation.
422	40.16601610	294	11	I'm not sure if I like it or not.
423	0.46097565	308	8	I'm not sure how to respond.
424	1.69730258	289	12	I'm so glad you invited me to this wonderful network.
425	42.82978702	305	9	I'm sorry, I don't know.
426	41.95338416	292	12	It sounds like your parents are already working on these things with
427	26.46592617	295	9	Noting and repeating the most important items.
428	0.34505987	300	5	Use the text function.
429	1.50771570	300	10	What is the average salary of a college student?
430	1.69811535	298	16	Maybe we'll do the dishes, you finish your work at the office first?
431	44.61119318	303	12	"BRAIN, we don't have a clue."
432	35.50039506	303	10	I wouldn't recommend it - tattoos are painful.
433	5.02690911	297	6	Keep it clean and organized.
434	22.56323767	300	9	You need to take things slow when dating.
435	43.16514325	296	10	I come from the wilds of the internet.
436	2.49955201	299	12	Have an organized and well-made plan and stay focused.
437	8.47634935	300	9	We have some good pizza in the fridge.
438	13.39965367	303	9	You can’t see the heat.
439	9.61707926	315	19	What i would do is give a little something and then you would need to give them money back
440	0.48450303	296	9	Negotiate and stick to your plan.
441	42.21657252	290	15	I'm not hungry.  I should go home and get some sleep.
442	2.75570297	304	29	Don't talk about how you made the money; instead, focus on how to make it a greater return than what you were expecting to lose.
443	4.27358365	294	12	No, it's a bit too early in the year.
444	42.11292410	295	10	Your car is not a friggin' awesome!!!
445	39.43166113	289	8	[CUT TO COMMERCIAL]
446	46.37815452	312	10	I'm planning a surprise party with my friends.
447	21.20544052	296	9	I love kim, she's so sweet
448	0.69031405	293	4	No plans yet...
449	1.45893621	295	5	Have a safe journey.
450	5.10971379	302	5	Practice makes perfect.
451	8.32329512	301	11	Negotiation and using the best strategy for the situation.
452	2.16960502	295	5	Phone numbers aren't public
453	42.71338749	293	13	I watched the third season of the reality television show Parks and Recreation
454	0.51906538	297	11	If you want to play, just get one.<|endoftext|>
455	20.37865257	296	15	You may want to start with something simple and continue with more complex issues.
456	1.15958357	295	4	We made it.
457	0.53879547	299	10	Send a list of specific concerns to the hiring manager
458	0.73262715	300	14	We hope you enjoyed learning about brains. Thanks for watching this video.
459	0.46235538	302	8	Cheer others up and smile often.
460	42.49159503	293	3	Please advise.
461	2.73174524	299	18	Try to get as much information as possible about the person you're meeting, before arriving.
462	45.80482960	328	7	Practice, practice, practice!
463	0.31303239	304	4	Let's go!
464	9.82015824	300	7	Check the ASEEES website.
465	43.58507109	299	13	Hello, welcome to the store, how can I help you?
466	1.45050812	300	15	Yes, it should be coming out sometime in the next week or so.
467	47.94420028	325	31	I think I would have to borrow a cable... I have an Android which can do Wi-Fi... but for an hour you could borrow a PC...
468	17.88818216	296	28	We can meet up later to talk about the game. If there's anything you want to talk about then I'd be glad to help.
469	43.95331407	305	13	We are in negotiations to co-finance Aquaman 2.
